"";"NM_AREA_AVALIACAO";"NM_PROGRAMA_IES";"QT_PRJ"
"821";"ENGENHARIAS III";"ENGENHARIA DA ENERGIA - CEFET-MG - UFSJ";33
"822";"ENGENHARIAS III";"ENGENHARIA DE ENERGIA";33
"823";"ENGENHARIAS III";"INTEGRIDADE DE MATERIAIS DA ENGENHARIA";33
"824";"ENGENHARIAS III";"ENGENHARIA (ENGENHARIA DE PRODUÇÃO)";31
"825";"ENGENHARIAS III";"ENGENHARIA MECATRÔNICA";29
"826";"ENGENHARIAS III";"CIÊNCIAS E ENGENHARIA DE PETRÓLEO";26
"827";"ENGENHARIAS III";"SISTEMAS MECATRÔNICOS";24
"828";"ENGENHARIAS III";"TECNOLOGIA DA ENERGIA";24
"829";"ENGENHARIAS III";"MÉTODOS NUMÉRICOS EM ENGENHARIA";23
"830";"ENGENHARIAS III";"ENGENHARIA DE RESERVATÓRIO E DE EXPLORAÇÃO";21
"831";"ENGENHARIAS III";"ENGENHARIA DE PROCESSOS";18
"832";"ENGENHARIAS III";"ENGENHARIA DE PRODUÇÃO E DE MANUFATURA";18
"833";"ENGENHARIAS III";"ENGENHARIA DE RECURSOS NATURAIS DA AMAZÔNIA";18
"834";"ENGENHARIAS III";"METROLOGIA E QUALIDADE";18
"835";"ENGENHARIAS III";"CIÊNCIA E ENGENHARIA DE PETRÓLEO";17
"836";"ENGENHARIAS III";"PESQUISA OPERACIONAL";17
"837";"ENGENHARIAS III";"SISTEMAS E PROCESSOS INDUSTRIAIS";15
"838";"ENGENHARIAS III";"CIÊNCIAS MECÂNICAS";14
"839";"ENGENHARIAS III";"AUTOMAÇÃO E CONTROLE DE PROCESSOS";13
"840";"ENGENHARIAS III";"ENGENHARIA E TECNOLOGIA ESPACIAIS";13
"841";"ENGENHARIAS III";"ENGENHARIA MECÂNICA E DE MATERIAIS";13
"842";"ENGENHARIAS III";"ENGENHARIA MECÂNICA - VOLTA REDONDA";12
"843";"ENGENHARIAS III";"ENGENHARIA DE PRODUÇÃO E SISTEMAS COMPUTACIONAIS";11
"844";"ENGENHARIAS III";"ENERGIA E SUSTENTABILIDADE";10
"845";"ENGENHARIAS III";"MONTAGEM INDUSTRIAL";9
"846";"ENGENHARIAS III";"ENGENHARIA DE PRODUÇÃO - CENTRO ACADÊMICO DO AGRESTE";4
"847";"ENGENHARIAS III";"ENGENHARIA DE PRODUÇÃO E SISTEMAS (PPGEPS)";4
"848";"ENGENHARIAS III";"SISTEMAS DE GESTÃO";3
"849";"ENGENHARIAS III";"ENGENHARIA NAVAL";2
"850";"ENGENHARIAS III";"GESTÃO E TECNOLOGIA EM SISTEMAS PRODUTIVOS";2
"851";"ENGENHARIAS III";"ENGENHARIA NAVAL E OCEÂNICA";1
"852";"ENGENHARIAS IV";"ENGENHARIA ELÉTRICA";921
"853";"ENGENHARIAS IV";"ENGENHARIA BIOMÉDICA";195
"854";"ENGENHARIAS IV";"PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA ELÉTRICA E COMPUTAÇÃO";74
"855";"ENGENHARIAS IV";"ENGENHARIA DE SISTEMAS";51
"856";"ENGENHARIAS IV";"INSTRUMENTAÇÃO, CONTROLE E AUTOMAÇÃO DE PROCESSOS DE MINERAÇÃO";43
"857";"ENGENHARIAS IV";"PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA ELÉTRICA E DE TELECOMUNICAÇÕES";40
"858";"ENGENHARIAS IV";"ENGENHARIA ELETRÔNICA E COMPUTAÇÃO";39
"859";"ENGENHARIAS IV";"ENGENHARIA DE TELECOMUNICAÇÕES";35
"860";"ENGENHARIAS IV";"ENGENHARIA DE TELEINFORMÁTICA";32
"861";"ENGENHARIAS IV";"ENGENHARIA DE SISTEMAS E AUTOMAÇÃO";31
"862";"ENGENHARIAS IV";"ENGENHARIA DE SISTEMAS ELETRÔNICOS E DE AUTOMAÇÃO";29
"863";"ENGENHARIAS IV";"ENGENHARIA ELÉTRICA (UFSJ - CEFET-MG)";29
"864";"ENGENHARIAS IV";"ENGENHARIA ELETRÔNICA";29
"865";"ENGENHARIAS IV";"ENGENHARIA ELÉTRICA - PATO BRANCO";27
"866";"ENGENHARIAS IV";"ENGENHARIA DA INFORMAÇÃO";25
"867";"ENGENHARIAS IV";"ENGENHARIA ELÉTRICA E DE COMPUTAÇÃO";25
"868";"ENGENHARIAS IV";"ENGENHARIA DE AUTOMAÇÃO E SISTEMAS";24
"869";"ENGENHARIAS IV";"ENGENHARIA DE COMPUTAÇÃO";24
"870";"ENGENHARIAS IV";"NEUROENGENHARIA";24
"871";"ENGENHARIAS IV";"ENGENHARIA ELETRICA";19
"872";"ENGENHARIAS IV";"GESTÃO DE REDES DE TELECOMUNICAÇÕES";15
"873";"ENGENHARIAS IV";"INSTRUMENTAÇÃO E ÓPTICA APLICADA";11
"874";"ENGENHARIAS IV";"ENGENHARIA ELÉTRICA - CORNÉLIO PROCÓPIO";8
"875";"ENGENHARIAS IV";"BIOENGENHARIA";5
"876";"ENGENHARIAS IV";"ENGENHARIA DE CONTROLE E AUTOMAÇÃO";5
"877";"ENGENHARIAS IV";"MICROELETRÔNICA";5
"878";"ENGENHARIAS IV";"SISTEMAS DE ENERGIA";5
"879";"ENGENHARIAS IV";"ENGENHARIA ELÉTRICA E COMPUTAÇÃO";3
"880";"ENGENHARIAS IV";"ENERGIA ELÉTRICA";2
"881";"ENGENHARIAS IV";"ENGENHARIA ELÉTRICA E INFORMÁTICA INDUSTRIAL";2
"882";"ENGENHARIAS IV";"ENGENHARIA DE ELETRICIDADE";1
"883";"ENGENHARIAS IV";"SISTEMAS DE COMUNICAÇÃO E AUTOMAÇÃO";1
"884";"ENSINO";"ENSINO DE CIÊNCIAS E MATEMÁTICA";234
"885";"ENSINO";"ENSINO DE CIÊNCIAS";174
"886";"ENSINO";"ENSINO";168
"887";"ENSINO";"EDUCAÇÃO MATEMÁTICA";142
"888";"ENSINO";"ENSINO NA SAÚDE";124
"889";"ENSINO";"EDUCAÇÃO EM CIÊNCIAS QUÌMICA DA VIDA E SAÚDE ( UFSM - FURG)";105
"890";"ENSINO";"ENSINO, FILOSOFIA E HISTÓRIA DAS CIÊNCIAS";99
"891";"ENSINO";"ENSINO EM CIÊNCIAS DA SAÚDE";92
"892";"ENSINO";"EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA";88
"893";"ENSINO";"ENSINO E PROCESSOS FORMATIVOS";73
"894";"ENSINO";"EDUCAÇÃO E SAÚDE NA INFÂNCIA E ADOLESCÊNCIA";61
"895";"ENSINO";"EDUCAÇÃO, CULTURA E TERRITÓRIOS SEMIÁRIDOS";61
"896";"ENSINO";"ENSINO NAS CIÊNCIAS DA SAÚDE";59
"897";"ENSINO";"ENSINO DE CIÊNCIAS, MATEMÁTICA E TECNOLOGIAS";58
"898";"ENSINO";"ENSINO DE MATEMÁTICA";58
"899";"ENSINO";"ENSINO EM SAÚDE";57
"900";"ENSINO";"ENSINO NA EDUCAÇÃO BÁSICA";53
"901";"ENSINO";"ENSINO DE CIÊNCIAS NATURAIS E MATEMÁTICA";52
"902";"ENSINO";"ENSINO DAS CIÊNCIAS";50
"903";"ENSINO";"EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA - UFMT - UFPA - UEA";49
"904";"ENSINO";"EDUCAÇÃO EM CIÊNCIAS";48
"905";"ENSINO";"METODOLOGIAS PARA O ENSINO DE LINGUAGENS E SUAS TECNOLOGIAS";41
"906";"ENSINO";"ENSINO EM SAÚDE NA AMAZÔNIA";40
"907";"ENSINO";"ENSINO, EDUCAÇÃO BÁSICA E FORMAÇÃO DE PROFESSORES";40
"908";"ENSINO";"ENSINO EM CIÊNCIAS E SAÚDE";38
"909";"ENSINO";"FORMAÇÃO INTERDISCIPLINAR EM SAÚDE";38
"910";"ENSINO";"EDUCAÇÃO CIENTIFICA E TECNOLÓGICA";34
"911";"ENSINO";"MULTIUNIDADES EM ENSINO DE CIÊNCIAS E MATEMÁTICA";34
"912";"ENSINO";"ASTRONOMIA";27
"913";"ENSINO";"EDUCAÇÃO MATEMÁTICA E TECNOLÓGICA";26
"914";"ENSINO";"EDUCAÇÃO EM CIÊNCIAS E SAÚDE";25
"915";"ENSINO";"EDUCAÇÃO PARA A CIÊNCIA E A MATEMÁTICA";25
"916";"ENSINO";"PRÁTICAS DE EDUCAÇÃO BÁSICA";25
"917";"ENSINO";"ENSINO DE CIÊNCIAS EXATAS";22
"918";"ENSINO";"FORMAÇÃO DOCENTE INTERDISCIPLINAR";20
"919";"ENSINO";"ENSINO DE FÍSICA";19
"920";"ENSINO";"DOCÊNCIA EM EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICAS";18
"921";"ENSINO";"DOCÊNCIA PARA A EDUCAÇÃO BÁSICA";18
"922";"ENSINO";"ENSINO DE CIÊNCIAS, AMBIENTE E SOCIEDADE";17
"923";"ENSINO";"EDUCAÇÃO CIENTÍFICA E MATEMÁTICA";16
"924";"ENSINO";"DIVERSIDADE E INCLUSÃO";15
"925";"ENSINO";"ENSINO DE CIÊNCIAS (MODALIDADES FÍSICA, QUÍMICA E BIOLOGIA)";14
"926";"ENSINO";"ENSINO DE HUMANIDADES E LINGUAGENS";14
"927";"ENSINO";"EDUCAÇÃO CIENTÍFICA E FORMAÇÃO DE PROFESSORES";13
"928";"ENSINO";"ENSINO E HISTÓRIA DAS CIÊNCIAS E DA MATEMÁTICA";13
"929";"ENSINO";"ENSINO EM EDUCAÇÃO BÁSICA";13
"930";"ENSINO";"EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICAS";12
"931";"ENSINO";"ENSINO DE CIÊNCIAS E EDUCAÇÃO MATEMÁTICA";12
"932";"ENSINO";"EDUCAÇÃO EM CIÊNCIAS NA AMAZÔNIA";10
"933";"ENSINO";"EDUCAÇÃO MATEMÁTICA E ENSINO DE FÍSICA";10
"934";"ENSINO";"EDUCAÇÃO PARA A CIÊNCIA";10
"935";"ENSINO";"ENSINO CIENTIFICO E TECNOLÓGICO";10
"936";"ENSINO";"FORMAÇÃO CIENTÍFICA, EDUCACIONAL E TECNOLÓGICA";10
"937";"ENSINO";"ENSINO DE HUMANIDADES";9
"938";"ENSINO";"CIÊNCIA TECNOLOGIA E EDUCAÇÃO";8
"939";"ENSINO";"EDUCAÇÃO EM CIÊNCIAS E EM MATEMÁTICA";8
"940";"ENSINO";"EDUCAÇÃO PARA O ENSINO NA ÁREA DE SAÚDE";8
"941";"ENSINO";"ENSINO EM CIÊNCIAS DA SAÚDE E DO MEIO AMBIENTE";8
"942";"ENSINO";"PROJETOS EDUCACIONAIS DE CIÊNCIAS";8
"943";"ENSINO";"CIÊNCIAS E TECNOLOGIAS NA EDUCAÇÃO";7
"944";"ENSINO";"EDUCAÇÃO PARA CIÊNCIAS E MATEMÁTICA";6
"945";"ENSINO";"ENSINO DE CIÊNCIAS HUMANAS, SOCIAIS E DA NATUREZA";6
"946";"ENSINO";"ENSINO DE CIÊNCIAS NATURAIS";6
"947";"ENSINO";"PROGRAMA DE PÓS-GRADUAÇÃO EM ENSINO DE CIÊNCIAS E MATEMÁTICA";6
"948";"ENSINO";"ENSINO E HISTÓRIA DE CIÊNCIAS DA TERRA";5
"949";"ENSINO";"ENSINO DE CIÊNCIA E TECNOLOGIA";4
"950";"ENSINO";"ENSINO DE CIENCIAS E MATEMÁTICA";4
"951";"ENSINO";"SAÚDE E EDUCAÇÃO";4
"952";"ENSINO";"ENSINO DE QUÍMICA";3
"953";"ENSINO";"ENSINO TECNOLÓGICO";3
"954";"ENSINO";"PRÁTICAS DOCENTES NO ENSINO FUNDAMENTAL";2
"955";"ENSINO";"ENSINO DE CIÊNCIAS DA NATUREZA";1
"956";"FARMÁCIA";"CIÊNCIAS FARMACÊUTICAS";852
"957";"FARMÁCIA";"FARMÁCIA";198
"958";"FARMÁCIA";"FÁRMACOS E MEDICAMENTOS";101
"959";"FARMÁCIA";"FARMÁCIA (FISIOPATOLOGIA E TOXICOLOGIA)";94
"960";"FARMÁCIA";"INOVAÇÃO TERAPÊUTICA";90
"961";"FARMÁCIA";"TECNOLOGIA BIOQUÍMICO-FARMACÊUTICA";83
"962";"FARMÁCIA";"MEDICAMENTOS E ASSISTÊNCIA FARMACÊUTICA";75
"963";"FARMÁCIA";"CIENCIAS FARMACEUTICAS";72
"964";"FARMÁCIA";"ANÁLISES CLÍNICAS E TOXICOLÓGICAS";70
"965";"FARMÁCIA";"BIOCIÊNCIAS APLICADAS À FARMÁCIA";70
"966";"FARMÁCIA";"TOXICOLOGIA E ANÁLISES TOXICOLÓGICAS";69
"967";"FARMÁCIA";"CIÊNCIA E TECNOLOGIA FARMACÊUTICA";43
"968";"FARMÁCIA";"PRODUTOS NATURAIS E SINTÉTICOS BIOATIVOS";41
"969";"FARMÁCIA";"DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA EM MEDICAMENTOS";31
"970";"FARMÁCIA";"BIOCIÊNCIAS E BIOTECNOLOGIA APLICADAS À FARMÁCIA";30
"971";"FARMÁCIA";"INOVAÇÃO FARMACÊUTICA";28
"972";"FARMÁCIA";"ASSISTÊNCIA E AVALIAÇÃO EM SAÚDE";26
"973";"FARMÁCIA";"PLANTAS MEDICINAIS E FITOTERÁPICOS NA ATENÇÃO BÁSICA";25
"974";"FARMÁCIA";"TOXICOLOGIA";25
"975";"FARMÁCIA";"ADMINISTRAÇÃO E GESTÃO DA ASSISTÊNCIA FARMACÊUTICA";23
"976";"FARMÁCIA";"QUÍMICA MEDICINAL E MODELAGEM MOLECULAR";20
"977";"FARMÁCIA";"ASSISTÊNCIA FARMACÊUTICA";17
"978";"FARMÁCIA";"NANOTECNOLOGIA FARMACÊUTICA";16
"979";"FARMÁCIA";"PRODUTOS BIOATIVOS E BIOCIÊNCIAS";12
"980";"FARMÁCIA";"GESTÃO, PESQUISA E DESENVOLVIMENTO NA INDÚSTRIA FARMACÊUTICA";9
"981";"FARMÁCIA";"RECURSOS NATURAIS DO SEMIÁRIDO";8
"982";"FARMÁCIA";"BIOCIÊNCIAS E FISIOPATOLOGIA";1
"983";"FILOSOFIA";"FILOSOFIA";642
"984";"FILOSOFIA";"FILOSOFIA (UFPE-UFPB-UFRN)";13
"985";"FILOSOFIA";"ESTÉTICA E FILOSOFIA DA ARTE";11
"986";"FILOSOFIA";"METAFÍSICA";8
"987";"FILOSOFIA";"FILOSOFIA E ENSINO";7
"988";"FILOSOFIA";"LÓGICA E METAFÍSICA";2
"989";"GEOCIÊNCIAS";"OCEANOGRAFIA";170
"990";"GEOCIÊNCIAS";"METEOROLOGIA";114
"991";"GEOCIÊNCIAS";"GEOCIÊNCIAS";112
"992";"GEOCIÊNCIAS";"GEOLOGIA";102
"993";"GEOCIÊNCIAS";"GEOCIÊNCIAS (GEOQUÍMICA)";51
"994";"GEOCIÊNCIAS";"SENSORIAMENTO REMOTO";45
"995";"GEOCIÊNCIAS";"DINÂMICA DOS OCEANOS E DA TERRA";41
"996";"GEOCIÊNCIAS";"OCEANOGRAFIA FÍSICA, QUÍMICA E GEOLÓGICA";32
"997";"GEOCIÊNCIAS";"CIÊNCIAS CLIMÁTICAS";25
"998";"GEOCIÊNCIAS";"CIÊNCIAS E APLICAÇÕES GEOESPACIAIS";25
"999";"GEOCIÊNCIAS";"GEOCIÊNCIAS APLICADAS";24
"1000";"GEOCIÊNCIAS";"GEODINÂMICA E GEOFÍSICA";24
"1001";"GEOCIÊNCIAS";"GEOFÍSICA";24
"1002";"GEOCIÊNCIAS";"EVOLUÇÃO CRUSTAL E RECURSOS NATURAIS";20
"1003";"GEOCIÊNCIAS";"GEOCIÊNCIAS E ANÁLISE DE BACIAS - PGAB";18
"1004";"GEOCIÊNCIAS";"GEOCIÊNCIAS E MEIO AMBIENTE";18
"1005";"GEOCIÊNCIAS";"CIÊNCIAS GEODÉSICAS E TECNOLOGIAS DA GEOINFORMAÇÃO";12
"1006";"GEOCIÊNCIAS";"CIÊNCIAS CARTOGRÁFICAS";10
"1007";"GEOCIÊNCIAS";"GEOCIÊNCIAS (GEOQUÍMICA E GEOTECTÔNICA)";10
"1008";"GEOCIÊNCIAS";"GEOQUÍMICA: PETRÓLEO E MEIO AMBIENTE";10
"1009";"GEOCIÊNCIAS";"CLIMA E AMBIENTE - INPA - UEA";9
"1010";"GEOCIÊNCIAS";"CLIMATOLOGIA E APLICAÇÕES NOS PAÍSES DA CPLP E ÁFRICA";8
"1011";"GEOCIÊNCIAS";"EXPLORAÇÃO PETROLÍFERA E MINERAL";8
"1012";"GEOCIÊNCIAS";"GEOCIÊNCIAS: PATRIMÔNIO GEOPALEONTOLÓGICO";6
"1013";"GEOCIÊNCIAS";"GEOFÍSICA ESPACIAL";6
"1014";"GEOCIÊNCIAS";"ANÁLISE GEOAMBIENTAL";5
"1015";"GEOCIÊNCIAS";"ANÁLISE DE BACIAS E FAIXAS MÓVEIS";2
"1016";"GEOCIÊNCIAS";"CIÊNCIAS GEODÉSICAS";2
"1017";"GEOCIÊNCIAS";"GEOCIÊNCIAS (MINERALOGIA E PETROLOGIA)";2
"1018";"GEOCIÊNCIAS";"GEOCIÊNCIAS (RECURSOS MINERAIS E HIDROGEOLOGIA)";2
"1019";"GEOCIÊNCIAS";"RECURSOS HÍDRICOS";2
"1020";"GEOGRAFIA";"GEOGRAFIA";1403
"1021";"GEOGRAFIA";"GEOGRAFIA - TRATAMENTO DA INFORMAÇÃO ESPACIAL";45
"1022";"GEOGRAFIA";"PROGRAMA DE POS-GRADUAÇÃO EM GEOGRAFIA - MESTRADO PROFISSIONAL";33
"1023";"GEOGRAFIA";"DESENVOLVIMENTO TERRITORIAL NA AMÉRICA LATINA E CARIBE";28
"1024";"GEOGRAFIA";"GEOGRAFIA, NATUREZA E DINÂMICA DO ESPAÇO";27
"1025";"GEOGRAFIA";"GEOGRAFIA ( CAMPUS CATALÃO )";25
"1026";"GEOGRAFIA";"GEOGRAFIA (GEOGRAFIA FÍSICA)";20
"1027";"GEOGRAFIA";"GEOGRAFIA (GEOGRAFIA HUMANA)";14
"1028";"GEOGRAFIA";"PLANEJAMENTO TERRITORIAL";8
"1029";"GEOGRAFIA";"GEOGRAFIA ( CAMPUS JATAI )";3
"1030";"HISTÓRIA";"HISTÓRIA";1215
"1031";"HISTÓRIA";"ENSINO DE HISTÓRIA";351
"1032";"HISTÓRIA";"HISTÓRIA SOCIAL";133
"1033";"HISTÓRIA";"HISTORIA";63
"1034";"HISTÓRIA";"PATRIMÔNIO CULTURAL, PAISAGENS E CIDADANIA";50
"1035";"HISTÓRIA";"HISTÓRIA SOCIAL DA CULTURA";42
"1036";"HISTÓRIA";"HISTÓRIA ECONÔMICA";41
"1037";"HISTÓRIA";"HISTÓRIA, ENSINO E NARRATIVAS";41
"1038";"HISTÓRIA";"HISTÓRIA, POLÍTICA E BENS CULTURAIS";39
"1039";"HISTÓRIA";"HÍSTÓRIA";38
"1040";"HISTÓRIA";"HISTÓRIA DAS CIÊNCIAS";25
"1041";"HISTÓRIA";"HISTÓRIA COMPARADA";20
"1042";"HISTÓRIA";"HISTÓRIA IBÉRICA";18
"1043";"HISTÓRIA";"HISTÓRIA E CULTURAS";15
"1044";"HISTÓRIA";"HISTÓRIA REGIONAL E LOCAL";12
"1045";"HISTÓRIA";"HISTÓRIA DA ÁFRICA, DA DIÁSPORA E DOS POVOS INDÍGENAS";5
"1046";"INTERDISCIPLINAR";"CIÊNCIAS DA SAÚDE";357
"1047";"INTERDISCIPLINAR";"TECNOLOGIA";259
"1048";"INTERDISCIPLINAR";"SOCIEDADE E CULTURA NA AMAZÔNIA";196
"1049";"INTERDISCIPLINAR";"SAÚDE E DESENVOLVIMENTO NA REGIÃO CENTRO-OESTE";179
"1050";"INTERDISCIPLINAR";"MODELAGEM COMPUTACIONAL";172
"1051";"INTERDISCIPLINAR";"PRÁTICAS SOCIOCULTURAIS E DESENVOLVIMENTO SOCIAL";133
"1052";"INTERDISCIPLINAR";"CIÊNCIAS AMBIENTAIS";130
"1053";"INTERDISCIPLINAR";"SAÚDE, INTERDISCIPLINARIDADE E REABILITAÇÃO";117
"1054";"INTERDISCIPLINAR";"NEUROCIÊNCIAS";111
"1055";"INTERDISCIPLINAR";"AGRONEGÓCIOS";110
"1056";"INTERDISCIPLINAR";"GERONTOLOGIA";110
"1057";"INTERDISCIPLINAR";"SAÚDE E ENVELHECIMENTO";110
"1058";"INTERDISCIPLINAR";"ATENÇÃO INTEGRAL À SAÚDE";102
"1059";"INTERDISCIPLINAR";"DESENVOLVIMENTO RURAL";101
"1060";"INTERDISCIPLINAR";"PROMOÇÃO DA SAÚDE";96
"1061";"INTERDISCIPLINAR";"ENSINO EM SAÚDE";88
"1062";"INTERDISCIPLINAR";"GESTÃO ORGANIZACIONAL";84
"1063";"INTERDISCIPLINAR";"CUIDADO PRIMÁRIO EM SAÚDE";78
"1064";"INTERDISCIPLINAR";"HUMANIDADES, CULTURAS E ARTES";75
"1065";"INTERDISCIPLINAR";"CULTURA E SOCIEDADE";72
"1066";"INTERDISCIPLINAR";"MODELAGEM COMPUTACIONAL EM CIÊNCIA E TECNOLOGIA";71
"1067";"INTERDISCIPLINAR";"ENERGIA";62
"1068";"INTERDISCIPLINAR";"PSICANÁLISE, SAÚDE E SOCIEDADE";61
"1069";"INTERDISCIPLINAR";"DIREITOS HUMANOS";60
"1070";"INTERDISCIPLINAR";"SEGURANÇA PÚBLICA, JUSTIÇA E CIDADANIA";60
"1071";"INTERDISCIPLINAR";"TECNOLOGIA, AMBIENTE E SOCIEDADE";60
"1072";"INTERDISCIPLINAR";"CIÊNCIAS E TECNOLOGIAS EM SAÚDE";59
"1073";"INTERDISCIPLINAR";"DISTÚRBIOS DO DESENVOLVIMENTO";57
"1074";"INTERDISCIPLINAR";"GERONTOLOGIA BIOMÉDICA";57
"1075";"INTERDISCIPLINAR";"HEBIATRIA - DETERMINANTES DE SAÚDE NA ADOLESCENCIA";57
"1076";"INTERDISCIPLINAR";"POLÍTICAS PÚBLICAS, ESTRATÉGIAS E DESENVOLVIMENTO";55
"1077";"INTERDISCIPLINAR";"CIÊNCIAS APLICADAS À SAÚDE";54
"1078";"INTERDISCIPLINAR";"CULTURA E TERRITORIALIDADES";54
"1079";"INTERDISCIPLINAR";"MODELAGEM MATEMÁTICA E COMPUTACIONAL";54
"1080";"INTERDISCIPLINAR";"EXTENSÃO RURAL";53
"1081";"INTERDISCIPLINAR";"DINÂMICAS TERRITORIAIS E SOCIEDADE NA AMAZÔNIA";52
"1082";"INTERDISCIPLINAR";"BIOCIÊNCIAS E SAÚDE";50
"1083";"INTERDISCIPLINAR";"AMBIENTE CONSTRUÍDO E PATRIMÔNIO SUSTENTÁVEL";49
"1084";"INTERDISCIPLINAR";"CIÊNCIAS HUMANAS";49
"1085";"INTERDISCIPLINAR";"GESTAO DOS RECURSOS NATURAIS E DESENVOLVIMENTO LOCAL NA AMAZONIA";49
"1086";"INTERDISCIPLINAR";"INTERDISCIPLINAR EM CIÊNCIAS HUMANAS";49
"1087";"INTERDISCIPLINAR";"INTERDISCIPLINAR EM ESTUDOS LATINO-AMERICANOS";49
"1088";"INTERDISCIPLINAR";"DESENVOLVIMENTO COMUNITÁRIO";47
"1089";"INTERDISCIPLINAR";"DESENVOLVIMENTO SUSTENTÁVEL DO TRÓPICO ÚMIDO";47
"1090";"INTERDISCIPLINAR";"PRESTAÇÃO JURISDICIONAL E DIREITOS HUMANOS";47
"1091";"INTERDISCIPLINAR";"REABILITAÇÃO E INCLUSÃO";47
"1092";"INTERDISCIPLINAR";"DIVERSIDADE CULTURAL E INCLUSÃO SOCIAL";46
"1093";"INTERDISCIPLINAR";"ENERGIA E AMBIENTE";46
"1094";"INTERDISCIPLINAR";"SANIDADE,SEGURANÇA ALIMENTAR E AMBIENTAL NO AGRONEGÓCIO";46
"1095";"INTERDISCIPLINAR";"AMBIENTE E SUSTENTABILIDADE";45
"1096";"INTERDISCIPLINAR";"BIODIVERSIDADE, AMBIENTE E SAÚDE";45
"1097";"INTERDISCIPLINAR";"MEMÓRIA SOCIAL E BENS CULTURAIS";45
"1098";"INTERDISCIPLINAR";"MÉTODOS E GESTÃO EM AVALIAÇÃO";45
"1099";"INTERDISCIPLINAR";"AMBIENTE E SAÚDE";44
"1100";"INTERDISCIPLINAR";"MEIO AMBIENTE E DESENVOLVIMENTO RURAL";44
"1101";"INTERDISCIPLINAR";"MODELAGEM COMPUTACIONAL DE CONHECIMENTO";44
"1102";"INTERDISCIPLINAR";"POLÍTICA CIENTÍFICA E TECNOLÓGICA";44
"1103";"INTERDISCIPLINAR";"SOCIOBIODIVERSIDADE E TECNOLOGIAS SUSTENTÁVEIS";44
"1104";"INTERDISCIPLINAR";"SAÚDE E MEIO AMBIENTE";43
"1105";"INTERDISCIPLINAR";"AMBIENTE E SISTEMAS DE PRODUÇÃO AGRÍCOLA";42
"1106";"INTERDISCIPLINAR";"BIOCIÊNCIAS E REABILITAÇÃO";42
"1107";"INTERDISCIPLINAR";"BIOÉTICA";42
"1108";"INTERDISCIPLINAR";"CIÊNCIAS E SAÚDE";42
"1109";"INTERDISCIPLINAR";"MEMÓRIA SOCIAL";42
"1110";"INTERDISCIPLINAR";"PROCESSOS TECNOLÓGICOS E AMBIENTAIS";42
"1111";"INTERDISCIPLINAR";"SAÚDE E AMBIENTE";42
"1112";"INTERDISCIPLINAR";"GESTÃO DE PROCESSOS INSTITUCIONAIS";41
"1113";"INTERDISCIPLINAR";"EDUCAÇÃO PROFISSIONAL EM SAÚDE";38
"1114";"INTERDISCIPLINAR";"INTERDISCIPLINAR EM CIÊNCIAS DA SAÚDE";37
"1115";"INTERDISCIPLINAR";"SEGURANÇA PÚBLICA, CIDADANIA E DIREITOS HUMANOS";37
"1116";"INTERDISCIPLINAR";"INTERDISCIPLINAR EM CIÊNCIAS HUMANAS E SOCIAIS APLICADAS";36
"1117";"INTERDISCIPLINAR";"CIÊNCIAS HUMANAS E SOCIAIS";35
"1118";"INTERDISCIPLINAR";"DESENVOLVIMENTO SUSTENTÁVEL E EXTENSÃO";35
"1119";"INTERDISCIPLINAR";"POLÍTICAS PÚBLICAS";35
"1120";"INTERDISCIPLINAR";"SEGURANÇA PÚBLICA";35
"1121";"INTERDISCIPLINAR";"AGRICULTURAS AMAZÔNICAS";34
"1122";"INTERDISCIPLINAR";"AGROECOLOGIA E DESENVOLVIMENTO RURAL";34
"1123";"INTERDISCIPLINAR";"BIOESTATÍSTICA";34
"1124";"INTERDISCIPLINAR";"CIÊNCIA E TECNOLOGIA AMBIENTAL";34
"1125";"INTERDISCIPLINAR";"ESTUDOS DO LAZER";34
"1126";"INTERDISCIPLINAR";"PROCESSOS INTERATIVOS DOS ÓRGÃOS E SISTEMAS";34
"1127";"INTERDISCIPLINAR";"AGRONEGÓCIO E DESENVOLVIMENTO";33
"1128";"INTERDISCIPLINAR";"BIOENERGIA - UEL - UEM - UEPG - UNICENTRO - UNIOESTE - UFPR";33
"1129";"INTERDISCIPLINAR";"ESTUDOS CULTURAIS CONTEMPORÂNEOS";33
"1130";"INTERDISCIPLINAR";"GESTÃO SOCIAL, EDUCAÇÃO E DESENVOLVIMENTO LOCAL";33
"1131";"INTERDISCIPLINAR";"RADIOPROTEÇÃO E DOSIMETRIA";33
"1132";"INTERDISCIPLINAR";"INFORMÁTICA NA EDUCAÇÃO";32
"1133";"INTERDISCIPLINAR";"INTERDISCIPLINAR EM ARTES, URBANIDADES E SUSTENTABILIDADE";32
"1134";"INTERDISCIPLINAR";"CIÊNCIAS APLICADAS A PRODUTOS PARA SAÚDE";31
"1135";"INTERDISCIPLINAR";"DESENVOLVIMENTO, SOCIEDADE E COOPERAÇÃO INTERNACIONAL";31
